,16242ba1-42fd-4fae-bd2e-433b97fc95c6_11,1d26c6ae-f2fc-49e4-83a4-b79398c3d8f8_11,25fb2523-3f46-45c4-b54d-16aafdeb4904_11,680b2e96-f00b-4012-8728-b0ec20c50ce0_11,a2b0094b-8a0c-4505-a1fa-7e1e47d0374d_11
MIMAT0019760,0.0,3.0,1.0,0.0,1.0
MIMAT0019761,23.0,62.0,35.0,16.0,32.0
MIMAT0019762,0.0,0.0,0.0,2.0,1.0
MIMAT0019764,1.0,0.0,0.0,0.0,1.0
MIMAT0019769,1.0,1.0,0.0,0.0,0.0
MIMAT0019772,0.0,1.0,1.0,0.0,2.0
MIMAT0019774,0.0,0.0,0.0,1.0,0.0
MIMAT0019775,0.0,1.0,0.0,0.0,0.0
MIMAT0019776,58.0,21.0,43.0,33.0,36.0
MIMAT0019779,0.0,0.0,0.0,0.0,1.0
MIMAT0019780,0.0,1.0,0.0,0.0,0.0
MIMAT0019782,1.0,2.0,1.0,0.0,2.0
MIMAT0019788,0.0,1.0,0.0,0.0,0.0
MIMAT0019795,0.0,0.0,0.0,1.0,0.0
MIMAT0019797,0.0,0.0,0.0,0.0,1.0
MIMAT0019798,4.0,2.0,3.0,1.0,1.0
MIMAT0019805,16.0,2.0,11.0,7.0,9.0
MIMAT0019806,0.0,1.0,0.0,0.0,0.0
MIMAT0019807,0.0,0.0,1.0,0.0,0.0
MIMAT0019808,0.0,1.0,2.0,0.0,0.0
MIMAT0019812,2.0,4.0,1.0,1.0,0.0
MIMAT0019814,134.0,112.0,253.0,264.0,131.0
MIMAT0019815,0.0,0.0,1.0,0.0,0.0
MIMAT0019822,0.0,1.0,0.0,0.0,0.0
MIMAT0019827,0.0,0.0,1.0,0.0,1.0
MIMAT0019828,0.0,0.0,0.0,1.0,2.0
MIMAT0019830,0.0,1.0,1.0,0.0,1.0
MIMAT0019839,0.0,0.0,0.0,0.0,1.0
MIMAT0019845,2.0,2.0,1.0,1.0,0.0
MIMAT0019846,0.0,0.0,1.0,1.0,0.0
MIMAT0019847,1.0,0.0,0.0,1.0,2.0
MIMAT0019849,0.0,0.0,1.0,0.0,0.0
MIMAT0019850,1.0,0.0,1.0,1.0,0.0
MIMAT0019853,0.0,1.0,0.0,0.0,0.0
MIMAT0019855,0.0,1.0,2.0,8.0,5.0
MIMAT0019856,1.0,1.0,4.0,20.0,9.0
MIMAT0019857,0.0,1.0,0.0,0.0,0.0
MIMAT0019858,0.0,0.0,1.0,0.0,0.0
MIMAT0019859,0.0,3.0,0.0,1.0,0.0
MIMAT0019860,1.0,0.0,1.0,0.0,0.0
MIMAT0019862,0.0,1.0,0.0,0.0,0.0
MIMAT0019864,1.0,1.0,1.0,1.0,2.0
MIMAT0019865,4.0,2.0,5.0,5.0,6.0
MIMAT0019867,4.0,2.0,0.0,2.0,1.0
MIMAT0019869,0.0,0.0,0.0,0.0,4.0
MIMAT0019871,0.0,0.0,0.0,1.0,0.0
MIMAT0019872,0.0,0.0,2.0,0.0,0.0
MIMAT0019873,12.0,18.0,17.0,10.0,11.0
MIMAT0019874,2.0,1.0,1.0,2.0,4.0
MIMAT0019875,0.0,0.0,0.0,0.0,1.0
MIMAT0019878,0.0,0.0,0.0,0.0,2.0
MIMAT0019879,1.0,1.0,0.0,0.0,2.0
MIMAT0019880,2.0,10.0,1.0,3.0,1.0
MIMAT0019884,0.0,1.0,0.0,0.0,0.0
MIMAT0019885,0.0,1.0,0.0,0.0,0.0
MIMAT0019886,0.0,1.0,0.0,0.0,0.0
MIMAT0019890,0.0,0.0,1.0,1.0,0.0
MIMAT0019891,0.0,1.0,0.0,0.0,0.0
MIMAT0019894,0.0,2.0,1.0,0.0,1.0
MIMAT0019897,0.0,0.0,0.0,1.0,0.0
MIMAT0019901,0.0,1.0,0.0,0.0,0.0
MIMAT0019906,0.0,1.0,1.0,0.0,0.0
MIMAT0019908,0.0,0.0,0.0,2.0,0.0
MIMAT0019910,1.0,1.0,1.0,0.0,0.0
MIMAT0019911,1.0,1.0,0.0,0.0,0.0
MIMAT0019912,1.0,3.0,1.0,1.0,0.0
MIMAT0019913,0.0,1.0,0.0,0.0,0.0
MIMAT0019917,0.0,3.0,0.0,1.0,0.0
MIMAT0019918,1.0,1.0,0.0,1.0,0.0
MIMAT0019919,0.0,0.0,0.0,1.0,0.0
MIMAT0019924,0.0,1.0,0.0,0.0,0.0
MIMAT0019926,0.0,1.0,0.0,2.0,1.0
MIMAT0019927,0.0,0.0,1.0,3.0,0.0
MIMAT0019931,0.0,0.0,2.0,3.0,0.0
MIMAT0019939,2.0,10.0,2.0,2.0,0.0
MIMAT0019943,1.0,1.0,1.0,1.0,1.0
MIMAT0019945,0.0,1.0,0.0,0.0,0.0
MIMAT0019948,0.0,1.0,1.0,4.0,4.0
MIMAT0019949,0.0,2.0,0.0,0.0,0.0
MIMAT0019952,0.0,0.0,1.0,0.0,0.0
MIMAT0019954,4.0,4.0,8.0,2.0,1.0
MIMAT0019955,0.0,2.0,2.0,1.0,0.0
MIMAT0019956,0.0,1.0,0.0,0.0,0.0
MIMAT0019957,34.0,42.0,39.0,26.0,45.0
MIMAT0019958,0.0,0.0,0.0,0.0,1.0
MIMAT0019960,0.0,1.0,0.0,0.0,0.0
MIMAT0019961,1.0,0.0,1.0,0.0,0.0
MIMAT0019962,0.0,0.0,1.0,0.0,0.0
MIMAT0019963,0.0,0.0,1.0,0.0,0.0
MIMAT0019966,0.0,0.0,0.0,0.0,1.0
MIMAT0019969,0.0,1.0,2.0,0.0,2.0
MIMAT0019970,1.0,2.0,0.0,0.0,1.0
MIMAT0019973,4.0,6.0,7.0,8.0,7.0
MIMAT0019978,0.0,1.0,0.0,0.0,0.0
MIMAT0019980,0.0,0.0,0.0,1.0,0.0
MIMAT0019985,0.0,0.0,0.0,0.0,1.0
MIMAT0020300,0.0,0.0,0.0,1.0,1.0
MIMAT0020924,1.0,2.0,0.0,1.0,0.0
MIMAT0020925,2.0,3.0,1.0,3.0,0.0
MIMAT0020956,0.0,0.0,1.0,0.0,0.0
MIMAT0020958,0.0,4.0,0.0,0.0,0.0
MIMAT0020959,1.0,1.0,1.0,1.0,2.0
MIMAT0021017,9.0,1.0,8.0,2.0,12.0
MIMAT0021018,1.0,0.0,2.0,0.0,0.0
MIMAT0021019,0.0,1.0,0.0,0.0,0.0
MIMAT0021020,1.0,18.0,7.0,5.0,5.0
MIMAT0021021,2.0,2.0,1.0,0.0,5.0
MIMAT0021022,0.0,1.0,2.0,1.0,2.0
MIMAT0021023,4.0,3.0,4.0,3.0,6.0
MIMAT0021024,1.0,0.0,0.0,1.0,0.0
MIMAT0021025,0.0,0.0,0.0,0.0,2.0
MIMAT0021026,1.0,0.0,0.0,0.0,0.0
MIMAT0021028,1.0,0.0,0.0,0.0,0.0
MIMAT0021030,0.0,1.0,0.0,0.0,0.0
MIMAT0021034,1.0,0.0,0.0,0.0,1.0
MIMAT0021041,0.0,0.0,1.0,1.0,0.0
MIMAT0021043,2.0,2.0,4.0,1.0,6.0
MIMAT0021044,21.0,16.0,27.0,26.0,29.0
MIMAT0021080,0.0,2.0,0.0,0.0,0.0
MIMAT0021082,1.0,4.0,0.0,1.0,1.0
MIMAT0021083,0.0,1.0,0.0,0.0,2.0
MIMAT0021117,10.0,18.0,14.0,6.0,16.0
MIMAT0021118,0.0,2.0,0.0,0.0,0.0
MIMAT0021119,0.0,1.0,0.0,0.0,0.0
MIMAT0021122,0.0,1.0,0.0,0.0,0.0
MIMAT0021124,0.0,0.0,1.0,0.0,0.0
MIMAT0021125,0.0,0.0,1.0,0.0,0.0
MIMAT0022268,1.0,0.0,0.0,0.0,0.0
MIMAT0022269,1.0,0.0,0.0,0.0,0.0
MIMAT0022270,0.0,1.0,3.0,0.0,6.0
MIMAT0022271,4.0,2.0,9.0,4.0,6.0
MIMAT0022272,43.0,39.0,37.0,26.0,37.0
MIMAT0022275,0.0,0.0,1.0,0.0,0.0
MIMAT0022276,1.0,6.0,3.0,1.0,4.0
MIMAT0022283,0.0,45.0,4.0,6.0,9.0
MIMAT0022284,0.0,6.0,1.0,0.0,0.0
MIMAT0022285,1.0,0.0,0.0,0.0,0.0
MIMAT0022287,178.0,58.0,208.0,114.0,172.0
MIMAT0022288,1.0,0.0,1.0,2.0,0.0
MIMAT0022292,0.0,1.0,0.0,0.0,0.0
MIMAT0022468,4.0,0.0,9.0,5.0,9.0
MIMAT0022470,2.0,2.0,1.0,0.0,5.0
MIMAT0022471,1.0,0.0,0.0,0.0,3.0
MIMAT0022472,449.0,27.0,154.0,62.0,111.0
MIMAT0022479,0.0,0.0,0.0,0.0,1.0
MIMAT0022480,0.0,0.0,0.0,1.0,0.0
MIMAT0022482,0.0,0.0,0.0,0.0,1.0
MIMAT0022485,1.0,3.0,0.0,0.0,0.0
MIMAT0022486,0.0,1.0,0.0,0.0,0.0
MIMAT0022487,0.0,0.0,0.0,1.0,0.0
MIMAT0022488,4.0,0.0,0.0,0.0,0.0
MIMAT0022489,0.0,0.0,1.0,0.0,0.0
MIMAT0022490,0.0,0.0,1.0,0.0,0.0
MIMAT0022491,0.0,2.0,8.0,0.0,0.0
MIMAT0022492,0.0,1.0,3.0,7.0,1.0
MIMAT0022496,1.0,1.0,0.0,0.0,3.0
MIMAT0022500,1.0,8.0,1.0,0.0,0.0
MIMAT0022502,0.0,1.0,1.0,2.0,1.0
MIMAT0022691,0.0,0.0,2.0,0.0,0.0
MIMAT0022692,159.0,917.0,192.0,183.0,276.0
MIMAT0022693,5.0,11.0,4.0,4.0,1.0
MIMAT0022695,23.0,5.0,41.0,8.0,48.0
MIMAT0022696,19.0,48.0,18.0,15.0,26.0
MIMAT0022697,96.0,39.0,243.0,105.0,237.0
MIMAT0022700,0.0,0.0,2.0,0.0,1.0
MIMAT0022702,1.0,0.0,1.0,0.0,1.0
MIMAT0022705,77.0,16.0,196.0,77.0,193.0
MIMAT0022706,2.0,0.0,1.0,1.0,1.0
MIMAT0022707,1.0,0.0,0.0,0.0,1.0
MIMAT0022708,2.0,6.0,6.0,3.0,4.0
MIMAT0022709,2.0,4.0,4.0,0.0,3.0
MIMAT0022710,11.0,7.0,14.0,10.0,22.0
MIMAT0022713,0.0,0.0,2.0,2.0,0.0
MIMAT0022714,0.0,0.0,6.0,0.0,3.0
MIMAT0022717,17.0,10.0,43.0,19.0,23.0
MIMAT0022720,0.0,0.0,0.0,0.0,6.0
MIMAT0022721,18.0,5.0,11.0,9.0,7.0
MIMAT0022726,80.0,137.0,93.0,78.0,123.0
MIMAT0022727,1287.0,1464.0,3260.0,1131.0,1959.0
MIMAT0022833,1.0,2.0,2.0,1.0,2.0
MIMAT0022834,314.0,308.0,355.0,227.0,480.0
MIMAT0022838,4.0,1.0,8.0,5.0,9.0
MIMAT0022839,0.0,1.0,0.0,0.0,0.0
MIMAT0022842,5.0,5.0,8.0,4.0,9.0
MIMAT0022844,3.0,0.0,0.0,0.0,1.0
MIMAT0022861,13.0,0.0,12.0,3.0,5.0
MIMAT0022862,35.0,10.0,31.0,32.0,36.0
MIMAT0022923,12.0,0.0,12.0,2.0,5.0
MIMAT0022924,22.0,10.0,33.0,15.0,18.0
MIMAT0022925,1.0,2.0,0.0,2.0,0.0
MIMAT0022928,1.0,5.0,3.0,1.0,7.0
MIMAT0022929,2875.0,1068.0,3294.0,2270.0,3156.0
MIMAT0022939,1.0,0.0,0.0,0.0,0.0
MIMAT0022942,0.0,0.0,2.0,1.0,0.0
MIMAT0022945,0.0,1.0,0.0,0.0,0.0
MIMAT0022967,0.0,3.0,1.0,0.0,0.0
MIMAT0022975,1.0,1.0,3.0,1.0,0.0
MIMAT0022978,0.0,0.0,1.0,0.0,0.0
MIMAT0022979,0.0,0.0,0.0,1.0,1.0
MIMAT0024598,0.0,1.0,0.0,2.0,1.0
MIMAT0024616,0.0,0.0,0.0,1.0,0.0
MIMAT0025450,0.0,0.0,0.0,1.0,0.0
MIMAT0025453,0.0,2.0,2.0,0.0,0.0
MIMAT0025460,0.0,0.0,0.0,0.0,1.0
MIMAT0025466,0.0,7.0,4.0,2.0,7.0
MIMAT0025467,2.0,1.0,1.0,1.0,1.0
MIMAT0025468,1.0,0.0,0.0,0.0,0.0
MIMAT0025470,1.0,1.0,2.0,0.0,8.0
MIMAT0025472,0.0,1.0,0.0,1.0,0.0
MIMAT0025473,0.0,0.0,3.0,1.0,2.0
MIMAT0025474,1.0,10.0,2.0,3.0,3.0
MIMAT0025477,0.0,0.0,0.0,1.0,0.0
MIMAT0025482,0.0,1.0,0.0,0.0,0.0
MIMAT0025483,0.0,1.0,1.0,0.0,1.0
MIMAT0025484,3.0,8.0,7.0,5.0,7.0
MIMAT0025485,6.0,1.0,1.0,1.0,4.0
MIMAT0025486,0.0,0.0,0.0,3.0,1.0
MIMAT0025841,6.0,2.0,4.0,5.0,3.0
MIMAT0025844,1.0,0.0,0.0,0.0,0.0
MIMAT0025845,3.0,30.0,13.0,6.0,5.0
MIMAT0025846,0.0,1.0,1.0,1.0,1.0
MIMAT0025848,167.0,83.0,183.0,112.0,180.0
MIMAT0025849,13.0,2.0,19.0,19.0,12.0
MIMAT0025851,21.0,8.0,31.0,24.0,24.0
MIMAT0025852,2.0,0.0,3.0,0.0,0.0
MIMAT0025855,0.0,1.0,0.0,0.0,1.0
MIMAT0025858,0.0,0.0,2.0,0.0,0.0
MIMAT0026472,163.0,123.0,224.0,134.0,151.0
MIMAT0026473,0.0,0.0,2.0,0.0,0.0
MIMAT0026475,2.0,1.0,1.0,0.0,8.0
MIMAT0026477,842.0,175.0,658.0,559.0,487.0
MIMAT0026478,0.0,1.0,3.0,1.0,3.0
MIMAT0026479,2.0,1.0,1.0,0.0,0.0
MIMAT0026480,1961.0,652.0,1900.0,1229.0,1510.0
MIMAT0026481,95.0,22.0,102.0,56.0,89.0
MIMAT0026482,2.0,0.0,0.0,1.0,3.0
MIMAT0026483,331.0,99.0,528.0,211.0,397.0
MIMAT0026485,3.0,2.0,3.0,4.0,6.0
MIMAT0026486,1.0,0.0,0.0,0.0,0.0
MIMAT0026554,9.0,1.0,13.0,9.0,11.0
MIMAT0026555,7.0,7.0,7.0,6.0,10.0
MIMAT0026557,568.0,216.0,830.0,534.0,760.0
MIMAT0026558,10.0,1.0,25.0,10.0,22.0
MIMAT0026559,157.0,45.0,127.0,62.0,124.0
MIMAT0026606,0.0,0.0,1.0,0.0,0.0
MIMAT0026607,0.0,0.0,1.0,3.0,1.0
MIMAT0026608,1.0,0.0,0.0,0.0,0.0
MIMAT0026612,1.0,0.0,1.0,1.0,0.0
MIMAT0026614,11.0,6.0,30.0,14.0,22.0
MIMAT0026615,27.0,10.0,31.0,12.0,30.0
MIMAT0026616,0.0,2.0,1.0,1.0,1.0
MIMAT0026617,0.0,0.0,0.0,2.0,0.0
MIMAT0026618,6.0,0.0,1.0,3.0,1.0
MIMAT0026619,0.0,2.0,1.0,0.0,2.0
MIMAT0026620,5.0,1.0,1.0,2.0,4.0
MIMAT0026623,0.0,0.0,1.0,1.0,0.0
MIMAT0026625,2.0,0.0,2.0,0.0,4.0
MIMAT0026626,1.0,1.0,3.0,1.0,1.0
MIMAT0026627,8.0,0.0,6.0,7.0,11.0
MIMAT0026637,1.0,1.0,0.0,0.0,1.0
MIMAT0026639,7.0,8.0,6.0,6.0,7.0
MIMAT0026640,2.0,0.0,2.0,6.0,3.0
MIMAT0026641,548.0,114.0,653.0,281.0,609.0
MIMAT0026718,31.0,32.0,38.0,23.0,41.0
MIMAT0026719,3.0,1.0,0.0,4.0,1.0
MIMAT0026720,2.0,6.0,6.0,1.0,3.0
MIMAT0026734,4.0,3.0,0.0,1.0,0.0
MIMAT0026736,0.0,0.0,0.0,1.0,0.0
MIMAT0026738,12.0,136.0,19.0,8.0,16.0
MIMAT0026740,1.0,1.0,0.0,0.0,0.0
MIMAT0026741,5.0,5.0,6.0,4.0,4.0
MIMAT0026743,0.0,2.0,1.0,0.0,0.0
MIMAT0026744,0.0,0.0,0.0,0.0,2.0
MIMAT0026765,1.0,0.0,0.0,0.0,0.0
MIMAT0026916,1.0,1.0,2.0,0.0,0.0
MIMAT0026921,2.0,6.0,1.0,1.0,1.0
MIMAT0027027,1.0,1.0,0.0,1.0,0.0
MIMAT0027032,3.0,4.0,6.0,3.0,6.0
MIMAT0027036,2.0,0.0,0.0,0.0,0.0
MIMAT0027041,0.0,0.0,1.0,0.0,1.0
MIMAT0027088,0.0,0.0,1.0,1.0,0.0
MIMAT0027103,3.0,12.0,6.0,6.0,6.0
MIMAT0027354,2.0,2.0,1.0,3.0,2.0
MIMAT0027355,0.0,0.0,2.0,0.0,0.0
MIMAT0027356,0.0,0.0,0.0,1.0,0.0
MIMAT0027357,0.0,0.0,0.0,1.0,1.0
MIMAT0027361,0.0,0.0,2.0,0.0,0.0
MIMAT0027362,0.0,0.0,1.0,0.0,1.0
MIMAT0027367,1.0,0.0,0.0,0.0,2.0
MIMAT0027368,4.0,6.0,2.0,2.0,4.0
MIMAT0027369,1.0,20.0,10.0,5.0,4.0
MIMAT0027370,1.0,5.0,0.0,0.0,0.0
MIMAT0027371,3.0,0.0,0.0,1.0,1.0
MIMAT0027375,1.0,0.0,0.0,0.0,0.0
MIMAT0027378,1.0,0.0,0.0,0.0,0.0
MIMAT0027380,1.0,2.0,1.0,1.0,0.0
MIMAT0027381,0.0,0.0,0.0,1.0,0.0
MIMAT0027382,0.0,0.0,0.0,0.0,1.0
MIMAT0027384,1.0,0.0,2.0,1.0,1.0
MIMAT0027388,1.0,2.0,1.0,2.0,0.0
MIMAT0027391,0.0,0.0,1.0,0.0,0.0
MIMAT0027393,2.0,1.0,2.0,4.0,4.0
MIMAT0027395,0.0,3.0,2.0,0.0,1.0
MIMAT0027396,1.0,1.0,1.0,1.0,0.0
MIMAT0027397,0.0,0.0,0.0,1.0,0.0
MIMAT0027401,0.0,2.0,0.0,0.0,1.0
MIMAT0027402,0.0,0.0,0.0,0.0,1.0
MIMAT0027409,2.0,0.0,0.0,1.0,0.0
MIMAT0027410,2.0,14.0,14.0,5.0,9.0
MIMAT0027414,0.0,0.0,1.0,1.0,0.0
MIMAT0027415,1.0,0.0,0.0,0.0,0.0
MIMAT0027417,1.0,0.0,1.0,0.0,0.0
MIMAT0027418,1.0,0.0,0.0,0.0,1.0
MIMAT0027421,2.0,1.0,5.0,0.0,0.0
MIMAT0027422,6.0,7.0,10.0,7.0,7.0
MIMAT0027423,0.0,0.0,0.0,2.0,0.0
MIMAT0027425,1.0,2.0,0.0,1.0,1.0
MIMAT0027426,1.0,2.0,0.0,0.0,1.0
MIMAT0027428,0.0,1.0,3.0,1.0,3.0
MIMAT0027429,0.0,0.0,1.0,1.0,0.0
MIMAT0027430,0.0,0.0,1.0,0.0,0.0
MIMAT0027432,0.0,1.0,0.0,0.0,0.0
MIMAT0027433,3.0,6.0,3.0,1.0,4.0
MIMAT0027434,2.0,0.0,3.0,1.0,1.0
MIMAT0027437,0.0,0.0,0.0,0.0,1.0
MIMAT0027439,0.0,0.0,1.0,0.0,0.0
MIMAT0027445,0.0,1.0,3.0,3.0,1.0
MIMAT0027449,1.0,0.0,1.0,0.0,0.0
MIMAT0027451,1.0,1.0,0.0,0.0,0.0
MIMAT0027452,0.0,1.0,0.0,0.0,0.0
MIMAT0027453,0.0,0.0,0.0,0.0,1.0
MIMAT0027454,0.0,6.0,1.0,2.0,4.0
MIMAT0027458,0.0,1.0,0.0,0.0,1.0
MIMAT0027460,0.0,0.0,0.0,1.0,0.0
MIMAT0027462,0.0,0.0,0.0,0.0,1.0
MIMAT0027463,3.0,1.0,1.0,5.0,6.0
MIMAT0027465,0.0,0.0,0.0,2.0,0.0
MIMAT0027466,0.0,0.0,0.0,1.0,0.0
MIMAT0027467,0.0,0.0,0.0,1.0,0.0
MIMAT0027469,0.0,1.0,1.0,1.0,0.0
MIMAT0027471,0.0,0.0,1.0,0.0,0.0
MIMAT0027476,1.0,5.0,0.0,1.0,0.0
MIMAT0027477,2.0,7.0,0.0,1.0,4.0
MIMAT0027483,1.0,0.0,0.0,0.0,0.0
MIMAT0027485,1.0,0.0,0.0,0.0,0.0
MIMAT0027486,1.0,3.0,0.0,0.0,1.0
MIMAT0027487,0.0,1.0,0.0,0.0,0.0
MIMAT0027488,6.0,2.0,8.0,3.0,2.0
MIMAT0027489,5.0,1.0,3.0,1.0,1.0
MIMAT0027490,0.0,0.0,1.0,0.0,0.0
MIMAT0027491,1.0,0.0,0.0,0.0,0.0
MIMAT0027492,2.0,0.0,0.0,0.0,0.0
MIMAT0027493,4.0,0.0,0.0,0.0,0.0
MIMAT0027495,0.0,1.0,0.0,0.0,1.0
MIMAT0027497,4.0,2.0,3.0,2.0,2.0
MIMAT0027502,0.0,1.0,0.0,0.0,0.0
MIMAT0027503,0.0,1.0,1.0,0.0,0.0
MIMAT0027505,4.0,6.0,10.0,5.0,7.0
MIMAT0027507,2.0,1.0,5.0,4.0,3.0
MIMAT0027508,0.0,2.0,0.0,0.0,0.0
MIMAT0027509,1.0,0.0,0.0,0.0,0.0
MIMAT0027510,0.0,1.0,2.0,1.0,2.0
MIMAT0027513,12.0,12.0,12.0,13.0,8.0
MIMAT0027514,1.0,0.0,0.0,0.0,1.0
MIMAT0027517,7.0,2.0,6.0,2.0,7.0
MIMAT0027521,0.0,1.0,1.0,0.0,1.0
MIMAT0027530,0.0,2.0,0.0,0.0,1.0
MIMAT0027531,2.0,0.0,1.0,0.0,0.0
MIMAT0027533,0.0,0.0,1.0,1.0,1.0
MIMAT0027535,0.0,1.0,0.0,0.0,0.0
MIMAT0027536,0.0,0.0,2.0,0.0,2.0
MIMAT0027537,4.0,0.0,1.0,0.0,0.0
MIMAT0027539,0.0,0.0,0.0,0.0,1.0
MIMAT0027540,0.0,0.0,0.0,1.0,0.0
MIMAT0027541,5.0,6.0,8.0,11.0,11.0
MIMAT0027545,0.0,0.0,1.0,1.0,1.0
MIMAT0027546,0.0,0.0,0.0,0.0,1.0
MIMAT0027550,0.0,1.0,0.0,2.0,0.0
MIMAT0027552,0.0,1.0,1.0,0.0,0.0
MIMAT0027554,1.0,1.0,1.0,0.0,0.0
MIMAT0027558,1.0,0.0,0.0,0.0,1.0
MIMAT0027559,1.0,0.0,0.0,0.0,0.0
MIMAT0027561,2.0,0.0,0.0,1.0,0.0
MIMAT0027567,2.0,4.0,2.0,1.0,2.0
MIMAT0027568,4.0,1.0,0.0,0.0,0.0
MIMAT0027574,0.0,0.0,0.0,0.0,1.0
MIMAT0027575,0.0,0.0,0.0,0.0,1.0
MIMAT0027576,3.0,3.0,1.0,1.0,1.0
MIMAT0027577,18.0,17.0,10.0,11.0,7.0
MIMAT0027584,2.0,1.0,2.0,0.0,0.0
MIMAT0027585,1.0,0.0,0.0,0.0,1.0
MIMAT0027586,0.0,0.0,1.0,2.0,1.0
MIMAT0027587,140.0,33.0,135.0,73.0,110.0
MIMAT0027588,8.0,5.0,9.0,3.0,9.0
MIMAT0027589,0.0,1.0,1.0,0.0,0.0
MIMAT0027594,0.0,2.0,0.0,0.0,3.0
MIMAT0027600,0.0,0.0,2.0,0.0,0.0
MIMAT0027603,0.0,0.0,3.0,0.0,0.0
MIMAT0027604,0.0,1.0,0.0,0.0,0.0
MIMAT0027607,0.0,0.0,3.0,0.0,2.0
MIMAT0027608,1.0,1.0,2.0,1.0,4.0
MIMAT0027610,0.0,0.0,0.0,0.0,1.0
MIMAT0027611,0.0,0.0,2.0,4.0,2.0
MIMAT0027612,1.0,1.0,1.0,0.0,1.0
MIMAT0027622,1.0,2.0,6.0,2.0,5.0
MIMAT0027623,2.0,0.0,0.0,0.0,0.0
MIMAT0027625,0.0,0.0,0.0,0.0,1.0
MIMAT0027626,0.0,0.0,1.0,1.0,0.0
MIMAT0027628,0.0,0.0,1.0,0.0,0.0
MIMAT0027629,0.0,1.0,1.0,0.0,0.0
MIMAT0027631,0.0,0.0,0.0,2.0,0.0
MIMAT0027634,2.0,0.0,0.0,0.0,0.0
MIMAT0027637,0.0,0.0,21.0,8.0,8.0
MIMAT0027642,1.0,1.0,0.0,0.0,0.0
MIMAT0027643,0.0,1.0,0.0,0.0,0.0
MIMAT0027644,0.0,2.0,0.0,0.0,0.0
MIMAT0027647,0.0,0.0,1.0,0.0,0.0
MIMAT0027648,3.0,2.0,4.0,1.0,1.0
MIMAT0027649,5.0,13.0,5.0,2.0,4.0
MIMAT0027650,0.0,5.0,0.0,0.0,0.0
MIMAT0027651,0.0,0.0,0.0,0.0,1.0
MIMAT0027654,1.0,2.0,8.0,2.0,3.0
MIMAT0027659,2.0,2.0,2.0,1.0,1.0
MIMAT0027661,1.0,0.0,0.0,0.0,3.0
MIMAT0027663,0.0,4.0,2.0,2.0,0.0
MIMAT0027664,2.0,0.0,2.0,2.0,1.0
MIMAT0027665,4.0,0.0,3.0,1.0,3.0
MIMAT0027667,0.0,4.0,3.0,3.0,0.0
MIMAT0027668,0.0,1.0,1.0,0.0,0.0
MIMAT0027669,0.0,0.0,0.0,0.0,1.0
MIMAT0027670,0.0,2.0,0.0,0.0,1.0
MIMAT0027671,6.0,2.0,2.0,2.0,6.0
MIMAT0027673,0.0,0.0,0.0,1.0,0.0
MIMAT0027679,0.0,1.0,0.0,0.0,0.0
MIMAT0027682,1.0,1.0,0.0,1.0,0.0
MIMAT0027683,1.0,0.0,0.0,0.0,0.0
MIMAT0027684,8.0,11.0,11.0,11.0,3.0
MIMAT0027688,1.0,2.0,0.0,0.0,0.0
MIMAT0027691,0.0,2.0,0.0,0.0,2.0
MIMAT0028109,1.0,0.0,1.0,0.0,0.0
MIMAT0028118,3.0,3.0,1.0,2.0,0.0
MIMAT0028119,0.0,0.0,1.0,0.0,0.0
MIMAT0028122,2.0,2.0,6.0,6.0,4.0
MIMAT0028123,0.0,1.0,0.0,1.0,0.0
MIMAT0028124,0.0,1.0,0.0,0.0,0.0
MIMAT0028125,2.0,0.0,2.0,0.0,0.0
MIMAT0028126,0.0,0.0,3.0,0.0,1.0
MIMAT0028212,0.0,13.0,0.0,3.0,0.0
MIMAT0028213,0.0,3.0,1.0,0.0,0.0
MIMAT0028215,0.0,1.0,1.0,0.0,0.0
MIMAT0028220,1.0,0.0,0.0,0.0,0.0
MIMAT0028221,0.0,1.0,0.0,2.0,1.0
MIMAT0028222,39.0,11.0,42.0,31.0,39.0
MIMAT0028223,1.0,0.0,2.0,1.0,0.0
MIMAT0028224,2.0,0.0,5.0,2.0,9.0
MIMAT0028225,5.0,2.0,4.0,3.0,5.0
MIMAT0028226,0.0,0.0,0.0,0.0,1.0
MIMAT0028227,3.0,10.0,1.0,1.0,4.0
MIMAT0028230,1.0,0.0,0.0,2.0,0.0
MIMAT0029782,1.0,1.0,1.0,0.0,1.0
MIMAT0030017,1.0,7.0,2.0,0.0,1.0
MIMAT0030018,0.0,0.0,0.0,0.0,1.0
MIMAT0030020,0.0,0.0,0.0,1.0,0.0
MIMAT0030021,2.0,1.0,2.0,1.0,0.0
MIMAT0030412,0.0,0.0,2.0,1.0,3.0
MIMAT0030413,0.0,1.0,2.0,3.0,3.0
MIMAT0030414,1.0,0.0,4.0,1.0,3.0
MIMAT0030416,0.0,1.0,1.0,2.0,0.0
MIMAT0030417,3.0,2.0,7.0,5.0,10.0
MIMAT0030418,0.0,3.0,5.0,4.0,3.0
MIMAT0030419,0.0,1.0,0.0,0.0,0.0
MIMAT0030420,1.0,2.0,0.0,0.0,0.0
MIMAT0030421,0.0,1.0,3.0,0.0,0.0
MIMAT0030425,0.0,0.0,0.0,1.0,0.0
MIMAT0030426,0.0,0.0,1.0,0.0,0.0
MIMAT0030429,6.0,1.0,7.0,4.0,2.0
